"ISO Country Code", "Region Name", "ISO_3166-2 Region Code", "Bytes3 Result"
KE,Nyeri,KE-36,333600
KE,Samburu,KE-37,333700
KE,Siaya,KE-38,333800
KE,Taita/Taveta,KE-39,333900
KE,Tana River,KE-40,343000
KE,Tharaka-Nithi,KE-41,343100
KE,Trans Nzoia,KE-42,343200
KE,Turkana,KE-43,343300
KE,Uasin Gishu,KE-44,343400
KE,Vihiga,KE-45,343500
KE,Wajir,KE-46,343600
KE,West Pokot,KE-47,343700
KG,Batken,KG-B,420000
KG,Bishkek,KG-GB,474200
KG,Chuy,KG-C,430000
KG,Jalal-Abad,KG-J,4a0000
KG,Naryn,KG-N,4e0000
KG,Osh,KG-GO,474f00
KG,Talas,KG-T,540000
KG,Ysyk-Kol,KG-Y,590000
KH,Baat Dambang,KH-2,320000
KH,Banteay Mean Chey,KH-1,310000
KH,Kampong Chaam,KH-3,330000
KH,Kampong Chhnang,KH-4,340000
KH,Kampong Spueu,KH-5,350000
KH,Kampong Thum,KH-6,360000
KH,Kampot,KH-7,370000
KH,Kandaal,KH-8,380000
KH,Kaoh Kong,KH-9,390000
KH,Kracheh,KH-10,313000
KH,Krong Kaeb,KH-23,323300
KH,Krong Pailin,KH-24,323400
KH,Krong Preah Sihanouk,KH-18,313800
KH,Mondol Kiri,KH-11,313100
KH,Otdar Mean Chey,KH-22,323200
KH,Phnom Penh,KH-12,313200
KH,Pousaat,KH-15,313500
KH,Preah Vihear,KH-13,313300
KH,Prey Veaeng,KH-14,313400
KH,Rotanak Kiri,KH-16,313600
KH,Siem Reab,KH-17,313700
KH,Stueng Traeng,KH-19,313900
KH,Svaay Rieng,KH-20,323000
KH,Taakaev,KH-21,323100
KI,Gilbert Islands,KI-G,470000
KI,Line Islands,KI-L,4c0000
KM,Anjouan,KM-A,410000
KM,Grande Comore,KM-G,470000
KM,Moheli,KM-M,4d0000
KN,Saint George Basseterre,KN-03,303300
KN,Saint Paul Charlestown,KN-10,313000
KP,Chagang-do,KP-04,303400
KP,Hamgyong-bukto,KP-09,303900
KP,Hamgyong-namdo,KP-08,303800
KP,Hwanghae-bukto,KP-06,303600
KP,Hwanghae-namdo,KP-05,303500
KP,Kangwon-do,KP-07,303700
KP,Rason,KP-13,313300
KP,P'yongan-bukto,KP-03,303300
KP,P'yongan-namdo,KP-02,303200
KP,P'yongyang,KP-01,303100
KP,Ryanggang-do,KP-10,313000
KR,Busan-gwangyeoksi,KR-26,323600
KR,Chungcheongbuk-do,KR-43,343300
KR,Chungcheongnam-do,KR-44,343400
KR,Daegu-gwangyeoksi,KR-27,323700
KR,Daejeon-gwangyeoksi,KR-30,333000
KR,Gangwon-do,KR-42,343200
KR,Gwangju-gwangyeoksi,KR-29,323900
KR,Gyeonggi-do,KR-41,343100
KR,Gyeongsangbuk-do,KR-47,343700
KR,Gyeongsangnam-do,KR-48,343800
KR,Incheon-gwangyeoksi,KR-28,323800
KR,Jeju-teukbyeoljachido,KR-49,343900
KR,Jeollabuk-do,KR-45,343500
KR,Jeollanam-do,KR-46,343600
KR,Seoul-teukbyeolsi,KR-11,313100
KR,Ulsan-gwangyeoksi,KR-31,333100
KW,Al 'Asimah,KW-KU,4b5500
KW,Al Ahmadi,KW-AH,414800
KW,Al Farwaniyah,KW-FA,464100
KW,Al Jahra,KW-JA,4a4100
KW,Hawalli,KW-HA,484100
KW,Mubarak al Kabir,KW-MU,4d5500
KZ,Almaty,KZ-ALA,414c41
KZ,Almaty oblysy,KZ-ALM,414c4d
KZ,Aqmola oblysy,KZ-AKM,414b4d
KZ,Aqtobe oblysy,KZ-AKT,414b54
KZ,Astana,KZ-AST,415354
KZ,Atyrau oblysy,KZ-ATY,415459
KZ,Batys Qazaqstan oblysy,KZ-ZAP,5a4150
KZ,Bayqongyr,KZ-BAY,424159
KZ,Mangghystau oblysy,KZ-MAN,4d414e
KZ,Ongtustik Qazaqstan oblysy,KZ-YUZ,59555a
KZ,Pavlodar oblysy,KZ-PAV,504156
KZ,Qaraghandy oblysy,KZ-KAR,4b4152
KZ,Qostanay oblysy,KZ-KUS,4b5553
KZ,Qyzylorda oblysy,KZ-KZY,4b5a59
KZ,Shyghys Qazaqstan oblysy,KZ-VOS,564f53
KZ,Soltustik Qazaqstan oblysy,KZ-SEV,534556
KZ,Zhambyl oblysy,KZ-ZHA,5a4841
LA,Attapu,LA-AT,415400
LA,Bokeo,LA-BK,424b00
LA,Bolikhamxai,LA-BL,424c00
LA,Champasak,LA-CH,434800
LA,Houaphan,LA-HO,484f00
LA,Khammouan,LA-KH,4b4800
LA,Louang Namtha,LA-LM,4c4d00
LA,Louangphabang,LA-LP,4c5000
LA,Oudomxai,LA-OU,4f5500
LA,Phongsali,LA-PH,504800
LA,Salavan,LA-SL,534c00
LA,Savannakhet,LA-SV,535600
LA,Viangchan,LA-VI,564900
LA,Xaignabouli,LA-XA,584100
LA,Xekong,LA-XE,584500
LA,Xiangkhouang,LA-XI,584900
LB,Aakkar,LB-AK,414b00
LB,Baalbek-Hermel,LB-BH,424800
LB,Beqaa,LB-BI,424900
LB,Beyrouth,LB-BA,424100
LB,Liban-Nord,LB-AS,415300
LB,Liban-Sud,LB-JA,4a4100
LB,Mont-Liban,LB-JL,4a4c00
LB,Nabatiye,LB-NA,4e4100
LC,Anse la Raye,LC-01,303100
LC,Castries,LC-02,303200
LC,Dennery,LC-05,303500
LC,Gros Islet,LC-06,303600
LC,Laborie,LC-07,303700
LC,Micoud,LC-08,303800
LC,Soufriere,LC-10,313000
LC,Vieux Fort,LC-11,313100
LI,Balzers,LI-01,303100
LI,Eschen,LI-02,303200
LI,Gamprin,LI-03,303300
LI,Mauren,LI-04,303400
LI,Planken,LI-05,303500
LI,Ruggell,LI-06,303600
LI,Schaan,LI-07,303700
LI,Schellenberg,LI-08,303800
LI,Triesen,LI-09,303900
LI,Triesenberg,LI-10,313000
LI,Vaduz,LI-11,313100
LK,Central Province,LK-2,320000
LK,Eastern Province,LK-5,350000
LK,North Central Province,LK-7,370000
LK,North Western Province,LK-6,360000
LK,Northern Province,LK-4,340000
LK,Sabaragamuwa Province,LK-9,390000
LK,Southern Province,LK-3,330000
LK,Uva Province,LK-8,380000
LK,Western Province,LK-1,310000
LR,Bomi,LR-BM,424d00
LR,Bong,LR-BG,424700
LR,Gbarpolu,LR-GP,475000
LR,Grand Bassa,LR-GB,474200
LR,Grand Cape Mount,LR-CM,434d00
LR,Grand Gedeh,LR-GG,474700
LR,Grand Kru,LR-GK,474b00
LR,Lofa,LR-LO,4c4f00
LR,Margibi,LR-MG,4d4700
LR,Maryland,LR-MY,4d5900
LR,Montserrado,LR-MO,4d4f00
LR,Nimba,LR-NI,4e4900
LR,River Cess,LR-RI,524900
LR,River Gee,LR-RG,524700
LR,Sinoe,LR-SI,534900
LS,Berea,LS-D,440000
LS,Butha-Buthe,LS-B,420000
LS,Leribe,LS-C,430000
LS,Mafeteng,LS-E,450000
LS,Maseru,LS-A,410000
LS,Mohale's Hoek,LS-F,460000
LS,Mokhotlong,LS-J,4a0000
LS,Qacha's Nek,LS-H,480000
LS,Quthing,LS-G,470000
LS,Thaba-Tseka,LS-K,4b0000
LT,Alytaus apskritis,LT-AL,414c00
LT,Kauno apskritis,LT-KU,4b5500
LT,Klaipedos apskritis,LT-KL,4b4c00
LT,Marijampoles apskritis,LT-MR,4d5200
LT,Panevezio apskritis,LT-PN,504e00
LT,Siauliu apskritis,LT-SA,534100
LT,Taurages apskritis,LT-TA,544100
LT,Telsiu apskritis,LT-TE,544500
LT,Utenos apskritis,LT-UT,555400
LT,Vilniaus apskritis,LT-VL,564c00
LU,Diekirch,LU-DI,444900
LU,Grevenmacher,LU-GR,475200
LU,Luxembourg,LU-LU,4c5500
LV,Adazu novads,LV-011,303131
LV,Aglonas novads,LV-001,303031
LV,Aizkraukles novads,LV-002,303032
LV,Aizputes novads,LV-003,303033
LV,Alojas novads,LV-005,303035
LV,Aluksnes novads,LV-007,303037
LV,Babites novads,LV-012,303132
LV,Baltinavas novads,LV-014,303134
LV,Balvu novads,LV-015,303135
LV,Bauskas novads,LV-016,303136
LV,Beverinas novads,LV-017,303137
LV,Brocenu novads,LV-018,303138
LV,Carnikavas novads,LV-020,303230
LV,Cesu novads,LV-022,303232
LV,Cesvaines novads,LV-021,303231
LV,Ciblas novads,LV-023,303233
LV,Daugavpils novads,LV-025,303235
LV,Dobeles novads,LV-026,303236
LV,Dundagas novads,LV-027,303237
LV,Gulbenes novads,LV-033,303333
LV,Iecavas novads,LV-034,303334
LV,Incukalna novads,LV-037,303337
LV,Jaunjelgavas novads,LV-038,303338
LV,Jaunpiebalgas novads,LV-039,303339
LV,Jaunpils novads,LV-040,303430
LV,Jekabpils novads,LV-042,303432
LV,Jelgava,LV-JEL,4a454c
LV,Jelgavas novads,LV-041,303431
LV,Jurmala,LV-JUR,4a5552
LV,Kekavas novads,LV-052,303532
LV,Kokneses novads,LV-046,303436
LV,Kraslavas novads,LV-047,303437
LV,Kuldigas novads,LV-050,303530
LV,Liepaja,LV-LPX,4c5058
LV,Limbazu novads,LV-054,303534
LV,Lubanas novads,LV-057,303537
LV,Ludzas novads,LV-058,303538
LV,Madonas novads,LV-059,303539
LV,Malpils novads,LV-061,303631
LV,Ogres novads,LV-067,303637
LV,Olaines novads,LV-068,303638
LV,Ozolnieku novads,LV-069,303639
LV,Preilu novads,LV-073,303733
LV,Rezeknes novads,LV-077,303737
LV,Riga,LV-RIX,524958
LV,Rojas novads,LV-079,303739
LV,Ropazu novads,LV-080,303830
LV,Rugaju novads,LV-082,303832
LV,Rundales novads,LV-083,303833
LV,Salacgrivas novads,LV-086,303836
LV,Saldus novads,LV-088,303838
LV,Sejas novads,LV-090,303930
LV,Siguldas novads,LV-091,303931
LV,Skrundas novads,LV-093,303933
LV,Stopinu novads,LV-095,303935
LV,Strencu novads,LV-096,303936
LV,Talsu novads,LV-097,303937
LV,Tukuma novads,LV-099,303939
LV,Vainodes novads,LV-100,313030
LV,Valkas novads,LV-101,313031
LV,Valmiera,LV-VMR,564d52
LV,Varkavas novads,LV-103,313033
LV,Vecumnieku novads,LV-105,313035
LV,Ventspils novads,LV-106,313036
LY,Al Butnan,LY-BU,425500
LY,Al Jabal al Akhdar,LY-JA,4a4100
LY,Al Jabal al Gharbi,LY-JG,4a4700
LY,Al Jafarah,LY-JI,4a4900
LY,Al Jufrah,LY-JU,4a5500
LY,Al Kufrah,LY-KF,4b4600
LY,Al Marj,LY-MJ,4d4a00
LY,Al Marqab,LY-MB,4d4200
LY,Al Wahat,LY-WA,574100
LY,An Nuqat al Khams,LY-NQ,4e5100
LY,Az Zawiyah,LY-ZA,5a4100
LY,Banghazi,LY-BA,424100
LY,Darnah,LY-DR,445200
LY,Ghat,LY-GT,475400
LY,Misratah,LY-MI,4d4900
LY,Murzuq,LY-MQ,4d5100
LY,Nalut,LY-NL,4e4c00
LY,Sabha,LY-SB,534200
LY,Surt,LY-SR,535200
LY,Tarabulus,LY-TB,544200
LY,Wadi al Hayat,LY-WD,574400
LY,Wadi ash Shati',LY-WS,575300
MA,Chaouia-Ouardigha,MA-09,303900
MA,Doukhala-Abda,MA-10,313000
MA,Fes-Boulemane,MA-05,303500
MA,Gharb-Chrarda-Beni Hssen,MA-02,303200
MA,Grand Casablanca,MA-08,303800
MA,Guelmim-Es Semara,MA-14,313400
MA,L'Oriental,MA-04,303400
MA,Marrakech-Tensift-Al Haouz,MA-11,313100
MA,Meknes-Tafilalet,MA-06,303600
MA,Rabat-Sale-Zemmour-Zaer,MA-07,303700
MA,Souss-Massa-Draa,MA-13,313300
MA,Tadla-Azilal,MA-12,313200
MA,Tanger-Tetouan,MA-01,303100
MA,Taza-Al Hoceima-Taounate,MA-03,303300
MC,Fontvieille,MC-FO,464f00
MC,La Condamine,MC-CO,434f00
MC,Monaco-Ville,MC-MO,4d4f00
MC,Moneghetti,MC-MG,4d4700
MC,Monte-Carlo,MC-MC,4d4300
MC,Saint-Roman,MC-SR,535200
MD,Anenii Noi,MD-AN,414e00
MD,Balti,MD-BA,424100
MD,Basarabeasca,MD-BS,425300
MD,Bender,MD-BD,424400
MD,Briceni,MD-BR,425200
MD,Cahul,MD-CA,434100
MD,Calarasi,MD-CL,434c00
MD,Cantemir,MD-CT,435400
MD,Causeni,MD-CS,435300
MD,Chisinau,MD-CU,435500
MD,Cimislia,MD-CM,434d00
MD,Criuleni,MD-CR,435200
MD,Donduseni,MD-DO,444f00
MD,Drochia,MD-DR,445200
MD,Dubasari,MD-DU,445500
MD,Edinet,MD-ED,454400
MD,Falesti,MD-FA,464100
MD,Floresti,MD-FL,464c00
MD,"Gagauzia, Unitatea teritoriala autonoma",MD-GA,474100
MD,Glodeni,MD-GL,474c00
MD,Hincesti,MD-HI,484900
MD,Ialoveni,MD-IA,494100
MD,Leova,MD-LE,4c4500
MD,Nisporeni,MD-NI,4e4900
MD,Ocnita,MD-OC,4f4300
MD,Orhei,MD-OR,4f5200
MD,Rezina,MD-RE,524500
MD,Riscani,MD-RI,524900
MD,Singerei,MD-SI,534900
MD,Soldanesti,MD-SD,534400
MD,Soroca,MD-SO,534f00
MD,Stefan Voda,MD-SV,535600
MD,"Stinga Nistrului, unitatea teritoriala din",MD-SN,534e00
MD,Straseni,MD-ST,535400
MD,Taraclia,MD-TA,544100
MD,Telenesti,MD-TE,544500
MD,Ungheni,MD-UN,554e00
ME,Bar,ME-02,303200
ME,Budva,ME-05,303500
ME,Cetinje,ME-06,303600
ME,Danilovgrad,ME-07,303700
ME,Herceg-Novi,ME-08,303800
ME,Kolasin,ME-09,303900
ME,Kotor,ME-10,313000
ME,Mojkovac,ME-11,313100
ME,Niksic,ME-12,313200
ME,Podgorica,ME-16,313600
ME,Tivat,ME-19,313900
ME,Ulcinj,ME-20,323000
ME,Zabljak,ME-21,323100
MG,Antananarivo,MG-T,540000
MG,Antsiranana,MG-D,440000
MG,Fianarantsoa,MG-F,460000
MG,Mahajanga,MG-M,4d0000
MG,Toamasina,MG-A,410000
MG,Toliara,MG-U,550000
MH,Ailinglaplap,MH-ALL,414c4c
MH,Ailuk,MH-ALK,414c4b
MH,Arno,MH-ARN,41524e
MH,Aur,MH-AUR,415552
MH,Bikini & Kili,MH-KIL,4b494c
MH,Ebon,MH-EBO,45424f
MH,Enewetak & Ujelang,MH-ENI,454e49
MH,Jabat,MH-JAB,4a4142
MH,Jaluit,MH-JAL,4a414c
MH,Kwajalein,MH-KWA,4b5741
MH,Lae,MH-LAE,4c4145
MH,Lib,MH-LIB,4c4942
MH,Likiep,MH-LIK,4c494b
MH,Majuro,MH-MAJ,4d414a
MH,Maloelap,MH-MAL,4d414c
MH,Mejit,MH-MEJ,4d454a
MH,Mili,MH-MIL,4d494c
MH,Namdrik,MH-NMK,4e4d4b
MH,Namu,MH-NMU,4e4d55
MH,Rongelap,MH-RON,524f4e
MH,Ujae,MH-UJA,554a41
MH,Utrik,MH-UTI,555449
MH,Wotho,MH-WTH,575448
MH,Wotje,MH-WTJ,57544a
MK,Aracinovo,MK-02,303200
MK,Berovo,MK-03,303300
MK,Bitola,MK-04,303400
MK,Bogdanci,MK-05,303500
MK,Bogovinje,MK-06,303600
MK,Bosilovo,MK-07,303700
MK,Brvenica,MK-08,303800
MK,Caska,MK-80,383000
MK,Centar Zupa,MK-78,373800
MK,Cesinovo-Oblesevo,MK-81,383100
MK,Cucer Sandevo,MK-82,383200
MK,Debar,MK-21,323100
MK,Debarca,MK-22,323200
MK,Delcevo,MK-23,323300
MK,Demir Hisar,MK-25,323500
MK,Demir Kapija,MK-24,323400
MK,Dojran,MK-26,323600
MK,Dolneni,MK-27,323700
MK,Gevgelija,MK-18,313800
MK,Gostivar,MK-19,313900
MK,Gradsko,MK-20,323000
MK,Ilinden,MK-34,333400
MK,Jegunovce,MK-35,333500
MK,Karbinci,MK-37,333700
MK,Kavadarci,MK-36,333600
MK,Kicevo,MK-40,343000
MK,Kocani,MK-42,343200
MK,Konce,MK-41,343100
MK,Kratovo,MK-43,343300
MK,Kriva Palanka,MK-44,343400
MK,Krivogastani,MK-45,343500
MK,Krusevo,MK-46,343600
MK,Kumanovo,MK-47,343700
MK,Lipkovo,MK-48,343800
MK,Lozovo,MK-49,343900
MK,Makedonska Kamenica,MK-51,353100
MK,Makedonski Brod,MK-52,353200
MK,Mavrovo i Rostusa,MK-50,353000
MK,Mogila,MK-53,353300
MK,Negotino,MK-54,353400
MK,Novaci,MK-55,353500
MK,Novo Selo,MK-56,353600
MK,Ohrid,MK-58,353800
MK,Pehcevo,MK-60,363000
MK,Petrovec,MK-59,353900
MK,Plasnica,MK-61,363100
MK,Prilep,MK-62,363200
MK,Probistip,MK-63,363300
MK,Radovis,MK-64,363400
MK,Rankovce,MK-65,363500
MK,Resen,MK-66,363600
MK,Rosoman,MK-67,363700
MK,Skopje,MK-85,383500
MK,Sopiste,MK-70,373000
MK,Staro Nagoricane,MK-71,373100
MK,Stip,MK-83,383300
MK,Struga,MK-72,373200
MK,Strumica,MK-73,373300
MK,Studenicani,MK-74,373400
MK,Sveti Nikole,MK-69,363900
MK,Tearce,MK-75,373500
MK,Tetovo,MK-76,373600
MK,Valandovo,MK-10,313000
MK,Vasilevo,MK-11,313100
MK,Veles,MK-13,313300
MK,Vevcani,MK-12,313200
MK,Vinica,MK-14,313400
MK,Vrapciste,MK-16,313600
MK,Zelenikovo,MK-32,333200
MK,Zelino,MK-30,333000
MK,Zrnovci,MK-33,333300
ML,Bamako,ML-BKO,424b4f
ML,Gao,ML-7,370000
ML,Kayes,ML-1,310000
ML,Kidal,ML-8,380000
ML,Koulikoro,ML-2,320000
ML,Mopti,ML-5,350000
ML,Segou,ML-4,340000
ML,Sikasso,ML-3,330000
ML,Tombouctou,ML-6,360000
MM,Ayeyarwady,MM-07,303700
MM,Bago,MM-02,303200
MM,Chin,MM-14,313400
MM,Kachin,MM-11,313100
MM,Kayah,MM-12,313200
MM,Kayin,MM-13,313300
MM,Magway,MM-03,303300
MM,Mandalay,MM-04,303400
MM,Mon,MM-15,313500
MM,Nay Pyi Taw,MM-18,313800
MM,Rakhine,MM-16,313600
MM,Sagaing,MM-01,303100
MM,Shan,MM-17,313700
MM,Tanintharyi,MM-05,303500
MM,Yangon,MM-06,303600
MN,Arhangay,MN-073,303733
MN,Bayan-Olgiy,MN-071,303731
MN,Bayanhongor,MN-069,303639
MN,Bulgan,MN-067,303637
MN,Darhan uul,MN-037,303337
MN,Dornod,MN-061,303631
MN,Dornogovi,MN-063,303633
MN,Dundgovi,MN-059,303539
MN,Dzavhan,MN-057,303537
MN,Govi-Altay,MN-065,303635
MN,Govi-Sumber,MN-064,303634
MN,Hentiy,MN-039,303339
MN,Hovd,MN-043,303433
MN,Hovsgol,MN-041,303431
MN,Omnogovi,MN-053,303533
MN,Orhon,MN-035,303335
MN,Ovorhangay,MN-055,303535
MN,Selenge,MN-049,303439
MN,Suhbaatar,MN-051,303531
MN,Tov,MN-047,303437
MN,Ulaanbaatar,MN-1,310000
MN,Uvs,MN-046,303436
MR,Adrar,MR-07,303700
MR,Assaba,MR-03,303300
MR,Brakna,MR-05,303500
MR,Dakhlet Nouadhibou,MR-08,303800
MR,Gorgol,MR-04,303400
MR,Guidimaka,MR-10,313000
MR,Hodh ech Chargui,MR-01,303100
MR,Hodh el Gharbi,MR-02,303200
MR,Inchiri,MR-12,313200
MR,Nouakchott Nord,MR-14,313400
MR,Tagant,MR-09,303900
MR,Tiris Zemmour,MR-11,313100
MR,Trarza,MR-06,303600
MT,Attard,MT-01,303100
MT,Balzan,MT-02,303200
MT,Birkirkara,MT-04,303400
MT,Birzebbuga,MT-05,303500
MT,Bormla,MT-06,303600
MT,Dingli,MT-07,303700
MT,Ghajnsielem,MT-13,313300
MT,Gharghur,MT-15,313500
MT,Ghaxaq,MT-17,313700
MT,Haz-Zabbar,MT-64,363400
MT,Valletta,MT-60,363000
MT,Birgu,MT-03,303300
MT,Fgura,MT-08,303800
MT,Floriana,MT-09,303900
MT,Gudja,MT-11,313100
MT,Hamrun,MT-18,313800
MT,Kalkara,MT-21,323100
MT,Marsa,MT-26,323600
MT,Mellieha,MT-30,333000
MT,Mosta,MT-32,333200
MT,Qala,MT-42,343200
MT,Qrendi,MT-44,343400
MT,Nadur,MT-37,333700
MT,Naxxar,MT-38,333800
MT,Rabat Malta,MT-46,343600
MT,Siggiewi,MT-55,353500
MT,Swieqi,MT-57,353700
MT,Xaghra,MT-61,363100
MT,Xewkija,MT-62,363200
MT,Zebbug Gozo,MT-65,363500
MT,Zejtun,MT-67,363700
MT,Zurrieq,MT-68,363800
MT,Kirkop,MT-23,323300
MT,Iklin,MT-19,313900
MT,Mqabba,MT-33,333300
MT,Msida,MT-34,333400
MT,Isla,MT-20,323000
MT,Lija,MT-24,323400
MT,Luqa,MT-25,323500
MT,Marsaxlokk,MT-28,323800
MT,Paola,MT-39,333900
MT,Qormi,MT-43,343300
MT,Safi,MT-47,343700
MT,Saint John,MT-49,343900
MT,Saint Julian,MT-48,343800
MT,Saint Lucia,MT-53,353300
MT,Saint Paul's Bay,MT-51,353100
MT,Saint Venera,MT-54,353400
MT,Sannat,MT-52,353200
MT,Kercem,MT-22,323200
MT,Ta' Xbiex,MT-58,353800
MT,Tarxien,MT-59,353900
MT,Sliema,MT-56,353600
MT,Rabat Gozo,MT-45,343500
MU,Black River,MU-BL,424c00
MU,Flacq,MU-FL,464c00
MU,Grand Port,MU-GP,475000
MU,Moka,MU-MO,4d4f00
MU,Pamplemousses,MU-PA,504100
MU,Plaines Wilhems,MU-PW,505700
MU,Port Louis,MU-PU,505500
MU,Riviere du Rempart,MU-RR,525200
MU,Savanne,MU-SA,534100
MV,Alifu Alifu,MV-02,303200
MV,Baa,MV-20,323000
MV,Dhaalu,MV-17,313700
MV,Gaafu Dhaalu,MV-28,323800
MV,Haa Alifu,MV-07,303700
MV,Haa Dhaalu,MV-23,323300
MV,Kaafu,MV-26,323600
MV,Laamu,MV-05,303500
MV,Maale,MV-MLE,4d4c45
MV,Meemu,MV-12,313200
MV,Noonu,MV-25,323500
MV,Raa,MV-13,313300
MV,Seenu,MV-01,303100
MV,Shaviyani,MV-24,323400
MV,Thaa,MV-08,303800
MW,Balaka,MW-BA,424100
MW,Blantyre,MW-BL,424c00
MW,Chikwawa,MW-CK,434b00
MW,Chiradzulu,MW-CR,435200
MW,Chitipa,MW-CT,435400
MW,Dedza,MW-DE,444500
MW,Dowa,MW-DO,444f00
MW,Karonga,MW-KR,4b5200
MW,Kasungu,MW-KS,4b5300
MW,Likoma,MW-LK,4c4b00
MW,Lilongwe,MW-LI,4c4900
MW,Machinga,MW-MH,4d4800
MW,Mangochi,MW-MG,4d4700
MW,Mchinji,MW-MC,4d4300
MW,Mulanje,MW-MU,4d5500
MW,Mwanza,MW-MW,4d5700
MW,Mzimba,MW-MZ,4d5a00
MW,Neno,MW-NE,4e4500
MW,Nkhata Bay,MW-NB,4e4200
MW,Nkhotakota,MW-NK,4e4b00
MW,Nsanje,MW-NS,4e5300
MW,Ntcheu,MW-NU,4e5500
MW,Ntchisi,MW-NI,4e4900
MW,Phalombe,MW-PH,504800
MW,Rumphi,MW-RU,525500
MW,Salima,MW-SA,534100
MW,Thyolo,MW-TH,544800
MW,Zomba,MW-ZO,5a4f00
MX,Aguascalientes,MX-AGU,414755
MX,Baja California,MX-BCN,42434e
MX,Baja California Sur,MX-BCS,424353
MX,Campeche,MX-CAM,43414d
MX,Chiapas,MX-CHP,434850
MX,Chihuahua,MX-CHH,434848
MX,Ciudad de Mexico,MX-CMX,434d58
MX,Coahuila de Zaragoza,MX-COA,434f41
MX,Colima,MX-COL,434f4c
MX,Durango,MX-DUR,445552
MX,Guanajuato,MX-GUA,475541
MX,Guerrero,MX-GRO,47524f
MX,Hidalgo,MX-HID,484944
MX,Jalisco,MX-JAL,4a414c
MX,Mexico,MX-MEX,4d4558
MX,Michoacan de Ocampo,MX-MIC,4d4943
MX,Morelos,MX-MOR,4d4f52
MX,Nayarit,MX-NAY,4e4159
MX,Nuevo Leon,MX-NLE,4e4c45
MX,Oaxaca,MX-OAX,4f4158
MX,Puebla,MX-PUE,505545
MX,Queretaro,MX-QUE,515545
MX,Quintana Roo,MX-ROO,524f4f
MX,San Luis Potosi,MX-SLP,534c50
MX,Sinaloa,MX-SIN,53494e
MX,Sonora,MX-SON,534f4e
MX,Tabasco,MX-TAB,544142
MX,Tamaulipas,MX-TAM,54414d
MX,Tlaxcala,MX-TLA,544c41
MX,Veracruz de Ignacio de la Llave,MX-VER,564552
MX,Yucatan,MX-YUC,595543
MX,Zacatecas,MX-ZAC,5a4143
MY,Johor,MY-01,303100
MY,Kedah,MY-02,303200
MY,Kelantan,MY-03,303300
MY,Melaka,MY-04,303400
MY,Negeri Sembilan,MY-05,303500
MY,Pahang,MY-06,303600
MY,Perak,MY-08,303800
MY,Perlis,MY-09,303900
MY,Pulau Pinang,MY-07,303700
MY,Sabah,MY-12,313200
MY,Sarawak,MY-13,313300
MY,Selangor,MY-10,313000
MY,Terengganu,MY-11,313100
MY,Wilayah Persekutuan Kuala Lumpur,MY-14,313400
MY,Wilayah Persekutuan Labuan,MY-15,313500
MY,Wilayah Persekutuan Putrajaya,MY-16,313600
MZ,Cabo Delgado,MZ-P,500000
MZ,Gaza,MZ-G,470000
MZ,Inhambane,MZ-I,490000
MZ,Manica,MZ-B,420000
MZ,Maputo,MZ-MPM,4d504d
MZ,Nampula,MZ-N,4e0000
MZ,Niassa,MZ-A,410000
MZ,Sofala,MZ-S,530000
MZ,Tete,MZ-T,540000
MZ,Zambezia,MZ-Q,510000
NA,Erongo,NA-ER,455200
NA,Hardap,NA-HA,484100
NA,Karas,NA-KA,4b4100
NA,Kavango East,NA-KE,4b4500
NA,Khomas,NA-KH,4b4800
NA,Kunene,NA-KU,4b5500
NA,Ohangwena,NA-OW,4f5700
NA,Omaheke,NA-OH,4f4800
NA,Omusati,NA-OS,4f5300
NA,Oshana,NA-ON,4f4e00
NA,Oshikoto,NA-OT,4f5400
NA,Otjozondjupa,NA-OD,4f4400
NA,Zambezi,NA-CA,434100
NE,Agadez,NE-1,310000
NE,Diffa,NE-2,320000
NE,Dosso,NE-3,330000
NE,Maradi,NE-4,340000
NE,Niamey,NE-8,380000
NE,Tahoua,NE-5,350000
NE,Tillaberi,NE-6,360000
NE,Zinder,NE-7,370000
NG,Abia,NG-AB,414200
NG,Abuja Federal Capital Territory,NG-FC,464300
NG,Adamawa,NG-AD,414400
NG,Akwa Ibom,NG-AK,414b00
NG,Anambra,NG-AN,414e00
NG,Bauchi,NG-BA,424100
NG,Bayelsa,NG-BY,425900
NG,Benue,NG-BE,424500
NG,Borno,NG-BO,424f00
NG,Cross River,NG-CR,435200
NG,Delta,NG-DE,444500
NG,Ebonyi,NG-EB,454200
NG,Edo,NG-ED,454400
NG,Ekiti,NG-EK,454b00
NG,Enugu,NG-EN,454e00
NG,Gombe,NG-GO,474f00
NG,Imo,NG-IM,494d00
NG,Jigawa,NG-JI,4a4900
NG,Kaduna,NG-KD,4b4400
NG,Kano,NG-KN,4b4e00
NG,Katsina,NG-KT,4b5400
NG,Kebbi,NG-KE,4b4500
NG,Kogi,NG-KO,4b4f00
NG,Kwara,NG-KW,4b5700
NG,Lagos,NG-LA,4c4100
NG,Nasarawa,NG-NA,4e4100
NG,Niger,NG-NI,4e4900
NG,Ogun,NG-OG,4f4700
NG,Ondo,NG-ON,4f4e00
NG,Osun,NG-OS,4f5300
NG,Oyo,NG-OY,4f5900
NG,Plateau,NG-PL,504c00
NG,Rivers,NG-RI,524900
NG,Sokoto,NG-SO,534f00
NG,Taraba,NG-TA,544100
NG,Yobe,NG-YO,594f00
